78.584	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-10.000000	10.000000
78.587	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-10.000000	10.000000
78.590	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	-10.000000	10.000000
78.592	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	-10.000000	10.000000
78.595	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	-10.000000	10.000000
78.598	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-10.000000	10.000000
78.600	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-10.000000	10.000000
78.603	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-10.000000	10.000000
78.606	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	-10.000000	10.000000
78.608	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-10.000000	10.000000
78.611	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	-10.000000	10.000000
78.614	0.000000	-1.569051	-0.027925	0.000000	0.000000	-1.569051	-0.027925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	-10.000000	10.000000
