Time,qd1,q1,qdot1,u1,qd2,q2,qdot2,u2,r1,rdot1,r2,rdot2,lbd1,lbd2,lbd3,lbd4,Vn1,Vn2,Vn3
156.875,0.0,-1.0422,-1.0513,2.6957,0.0,-0.3072,0.7242,0.4666,-1.5708,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,3.0862,2.5596,6.0094
156.977,0.0,-1.1062,-0.8916,2.5384,0.0,-0.2692,0.4392,0.4503,-1.5701,0.0155,0.0015,0.0311,0.0,0.0,0.0,0.0,3.0818,2.5565,6.0086
156.977,0.0,-1.1062,-0.8916,2.5384,0.0,-0.2692,0.4392,0.4503,-1.5701,0.0155,0.0015,0.0311,0.0,0.0,0.0,0.0,3.0818,2.5565,6.0086
157.077,0.0,-1.1584,-0.7332,2.4163,0.0,-0.2434,0.4317,0.5536,-1.5653,0.0562,0.011,0.1125,0.0,0.0,0.0,0.0,3.0795,2.5545,6.0082
157.178,0.0,-1.2014,-0.5792,2.1933,0.0,-0.2069,0.6981,0.6029,-1.5535,0.1139,0.0346,0.2277,0.0,0.0,0.0,0.0,3.0785,2.5535,6.008
157.279,0.0,-1.2346,-0.4011,2.3704,0.0,-0.1528,0.8623,0.6071,-1.5292,0.191,0.0831,0.3821,0.0,0.0,0.0,0.0,3.0778,2.5532,6.0079
157.279,0.0,-1.2346,-0.4011,2.3704,0.0,-0.1528,0.8623,0.6071,-1.5292,0.191,0.0831,0.3821,0.0,0.0,0.0,0.0,3.0778,2.5532,6.0079
157.38,0.0,-1.2555,-0.2034,2.1222,0.0,-0.0937,0.8617,0.616,-1.4976,0.2613,0.1465,0.5226,0.0,0.0,0.0,0.0,3.0785,2.5536,6.0081
157.482,0.0,-1.2636,-0.0297,2.0324,0.0,-0.0331,0.9849,0.7194,-1.4562,0.3284,0.2292,0.6568,0.0,0.0,0.0,0.0,3.0807,2.5549,6.0085
157.582,0.0,-1.2622,0.0985,3.0158,0.0,0.0437,1.3807,0.8649,-1.406,0.3879,0.3297,0.7757,0.0,0.0,0.0,0.0,3.0886,2.5609,6.0103
157.682,0.0,-1.2507,0.2416,3.3637,0.0,0.1433,1.5139,0.8754,-1.3394,0.4417,0.4629,0.8835,0.0,0.0,0.0,0.0,3.0917,2.5634,6.011
157.682,0.0,-1.2507,0.2416,3.3637,0.0,0.1433,1.5139,0.8754,-1.3394,0.4417,0.4629,0.8835,0.0,0.0,0.0,0.0,3.0917,2.5634,6.011
157.783,0.0,-1.2291,0.383,3.3565,0.0,0.2415,1.4282,0.9469,-1.2751,0.4736,0.5914,0.9472,0.0,0.0,0.0,0.0,3.0964,2.5673,6.0122
157.884,0.0,-1.1995,0.4766,3.4116,0.0,0.3404,1.572,1.0987,-1.2075,0.4893,0.7266,0.9786,0.0,0.0,0.0,0.0,3.1024,2.5725,6.0139
157.983,0.0,-1.1658,0.5296,3.4714,0.0,0.4525,1.8215,1.1687,-1.1389,0.4881,0.8638,0.9762,0.0,0.0,0.0,0.0,3.1083,2.5782,6.0158
158.086,0.0,-1.1305,0.5728,3.5482,0.0,0.5703,1.8439,1.1603,-1.0716,0.47,0.9983,0.94,0.0,0.0,0.0,0.0,3.1139,2.5838,6.0176
158.086,0.0,-1.1305,0.5728,3.5482,0.0,0.5703,1.8439,1.1603,-1.0716,0.47,0.9983,0.94,0.0,0.0,0.0,0.0,3.1139,2.5838,6.0176
158.187,-1.5708,-1.0896,0.4482,0.0,0.0,0.694,1.3264,0.0,-1.0982,-0.1197,0.6719,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
158.287,-1.5708,-1.1072,-0.7896,0.0,0.0,0.7133,-0.4049,0.0,-1.1077,-0.1197,0.6584,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
158.387,-1.5708,-1.2388,-1.742,0.0,0.0,0.6312,-1.2523,0.0,-1.1172,-0.1197,0.6449,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
158.487,-1.5708,-1.4366,-2.1116,0.0,0.0,0.4637,-2.0357,0.0,-1.1266,-0.1197,0.6314,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
158.587,-1.5708,-1.6434,-1.9287,0.0,0.0,0.2449,-2.1812,0.0,-1.1361,-0.1197,0.6179,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
158.687,-1.5708,-1.8094,-1.3174,0.0,0.0,0.0518,-1.5761,0.0,-1.1456,-0.1197,0.6044,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
158.886,-1.5708,-1.8952,0.4055,0.0,0.0,-0.0874,-0.001,0.0,-1.1646,-0.1197,0.5774,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
158.987,-1.5708,-1.82,1.0498,0.0,0.0,-0.0875,0.0037,0.0,-1.1741,-0.1197,0.5639,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
159.087,-1.5708,-1.6955,1.3636,0.0,0.0,-0.0873,0.0075,0.0,-1.1836,-0.1197,0.5504,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
159.187,-1.5708,-1.5593,1.2832,0.0,0.0,-0.0872,0.0026,0.0,-1.1931,-0.1197,0.537,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
159.287,-1.5708,-1.4498,0.8607,0.0,0.0,-0.0868,0.0074,0.0,-1.2026,-0.1197,0.5235,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
159.387,-1.5708,-1.3938,0.242,0.0,0.0,-0.0859,0.0009,0.0,-1.2121,-0.1197,0.51,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
159.487,-1.5708,-1.3959,-0.1989,0.0,0.0,-0.0856,-0.0018,0.0,-1.2216,-0.1197,0.4965,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
159.586,-1.5708,-1.4289,-0.4395,0.0,0.0,-0.0855,-0.0007,0.0,-1.231,-0.1197,0.483,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
159.686,-1.5708,-1.4795,-0.5417,0.0,0.0,-0.0854,0.0022,0.0,-1.2405,-0.1197,0.4695,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
159.787,-1.5708,-1.5321,-0.488,0.0,0.0,-0.0854,0.0026,0.0,-1.25,-0.1197,0.456,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
159.887,-1.5708,-1.5728,-0.306,0.0,0.0,-0.0855,0.0022,0.0,-1.2595,-0.1197,0.4425,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
160.087,-1.5708,-1.5917,0.0004,0.0,0.0,-0.0856,-0.0007,0.0,-1.2785,-0.1197,0.4155,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
160.287,-1.5708,-1.5916,0.0004,0.0,0.0,-0.0858,-0.0007,0.0,-1.2975,-0.1197,0.3886,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
160.387,-1.5708,-1.5915,0.0004,0.0,0.0,-0.0858,-0.0007,0.0,-1.307,-0.1197,0.3751,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
160.487,-1.5708,-1.5915,0.0004,0.0,0.0,-0.0859,-0.0007,0.0,-1.3165,-0.1197,0.3616,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
160.587,-1.5708,-1.5915,0.0004,0.0,0.0,-0.086,-0.0007,0.0,-1.3259,-0.1197,0.3481,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
160.687,-1.5708,-1.5914,0.0004,0.0,0.0,-0.086,-0.0007,0.0,-1.3354,-0.1197,0.3346,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
160.786,-1.5708,-1.5914,0.0004,0.0,0.0,-0.0861,-0.0007,0.0,-1.3449,-0.1197,0.3211,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
160.987,-1.5708,-1.5913,0.0004,0.0,0.0,-0.0862,-0.0007,0.0,-1.3639,-0.1197,0.2941,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
161.087,-1.5708,-1.5912,0.0004,0.0,0.0,-0.0863,-0.0007,0.0,-1.3734,-0.1197,0.2806,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
161.187,-1.5708,-1.5912,0.0004,0.0,0.0,-0.0864,-0.0007,0.0,-1.3829,-0.1197,0.2671,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
161.287,-1.5708,-1.5912,0.0004,0.0,0.0,-0.0865,-0.0007,0.0,-1.3924,-0.1197,0.2536,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
161.387,-1.5708,-1.5911,0.0004,0.0,0.0,-0.0865,-0.0007,0.0,-1.4019,-0.1197,0.2401,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
161.486,-1.5708,-1.5911,0.0004,0.0,0.0,-0.0866,-0.0007,0.0,-1.4114,-0.1197,0.2267,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
161.587,-1.5708,-1.591,0.0004,0.0,0.0,-0.0867,-0.0007,0.0,-1.4208,-0.1197,0.2132,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
161.687,-1.5708,-1.591,0.0004,0.0,0.0,-0.0867,-0.0007,0.0,-1.4303,-0.1197,0.1997,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
161.786,-1.5708,-1.5909,0.0004,0.0,0.0,-0.0868,-0.0007,0.0,-1.4398,-0.1197,0.1862,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
161.886,-1.5708,-1.5909,0.0004,0.0,0.0,-0.0869,-0.0007,0.0,-1.4493,-0.1197,0.1727,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.087,-1.5708,-1.5908,0.0004,0.0,0.0,-0.087,-0.0007,0.0,-1.4683,-0.1197,0.1457,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.087,-1.5708,-1.5908,0.0004,0.0,0.0,-0.087,-0.0007,0.0,-1.4683,-0.1197,0.1457,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.187,-1.5708,-1.5908,0.0004,0.0,0.0,-0.0871,-0.0007,0.0,-1.4778,-0.1197,0.1322,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.387,-1.5708,-1.5907,0.0004,0.0,0.0,-0.0872,-0.0007,0.0,-1.4968,-0.1197,0.1052,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.387,-1.5708,-1.5907,0.0004,0.0,0.0,-0.0872,-0.0007,0.0,-1.4968,-0.1197,0.1052,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.587,-1.5708,-1.5906,0.0004,0.0,0.0,-0.0874,-0.0007,0.0,-1.5158,-0.1197,0.0783,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.686,-1.5708,-1.5905,0.0004,0.0,0.0,-0.0874,-0.0007,0.0,-1.5252,-0.1197,0.0648,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.787,-1.5708,-1.5905,0.0004,0.0,0.0,-0.0875,-0.0007,0.0,-1.5347,-0.1197,0.0513,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.887,-1.5708,-1.5904,0.0004,0.0,0.0,-0.0876,-0.0007,0.0,-1.5442,-0.1197,0.0378,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
162.987,-1.5708,-1.5904,0.0004,0.0,0.0,-0.0876,-0.0007,0.0,-1.5537,-0.1197,0.0243,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
163.186,-1.5708,-1.5903,0.0004,0.0,0.0,-0.0878,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
163.287,-1.5708,-1.5903,0.0004,0.0,0.0,-0.0879,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
163.287,-1.5708,-1.5903,0.0004,0.0,0.0,-0.0879,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
163.487,-1.5708,-1.5902,0.0004,0.0,0.0,-0.088,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
163.587,-1.5708,-1.5901,0.0004,0.0,0.0,-0.0881,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
163.587,-1.5708,-1.5901,0.0004,0.0,0.0,-0.0881,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
163.787,-1.5708,-1.5901,0.0004,0.0,0.0,-0.0882,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
163.887,-1.5708,-1.59,0.0004,0.0,0.0,-0.0883,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
163.987,-1.5708,-1.59,0.0004,0.0,0.0,-0.0883,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
164.087,-1.5708,-1.5899,0.0004,0.0,0.0,-0.0884,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
164.187,-1.5708,-1.5899,0.0004,0.0,0.0,-0.0885,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
164.387,-1.5708,-1.5898,0.0004,0.0,0.0,-0.0886,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
164.487,-1.5708,-1.5897,0.0004,0.0,0.0,-0.0887,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
164.586,-1.5708,-1.5897,0.0004,0.0,0.0,-0.0888,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
164.687,-1.5708,-1.5897,0.0004,0.0,0.0,-0.0888,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
164.787,-1.5708,-1.5896,0.0004,0.0,0.0,-0.0889,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
164.886,-1.5708,-1.5896,0.0004,0.0,0.0,-0.089,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
164.986,-1.5708,-1.5895,0.0004,0.0,0.0,-0.089,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
165.087,-1.5708,-1.5895,0.0004,0.0,0.0,-0.0891,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
165.187,-1.5708,-1.5894,0.0004,0.0,0.0,-0.0892,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
165.287,-1.5708,-1.5894,0.0004,0.0,0.0,-0.0893,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
165.387,-1.5708,-1.5893,0.0004,0.0,0.0,-0.0893,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
165.587,-1.5708,-1.5893,0.0004,0.0,0.0,-0.0895,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
165.686,-1.5708,-1.5892,0.0004,0.0,0.0,-0.0895,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
165.787,-1.5708,-1.5892,0.0004,0.0,0.0,-0.0896,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
165.787,-1.5708,-1.5892,0.0004,0.0,0.0,-0.0896,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
165.986,-1.5708,-1.5891,0.0004,0.0,0.0,-0.0897,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
166.087,-1.5708,-1.589,0.0004,0.0,0.0,-0.0898,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
166.087,-1.5708,-1.589,0.0004,0.0,0.0,-0.0898,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
166.287,-1.5708,-1.589,0.0004,0.0,0.0,-0.09,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
166.387,-1.5708,-1.5889,0.0004,0.0,0.0,-0.09,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
166.486,-1.5708,-1.5889,0.0004,0.0,0.0,-0.0901,-0.0007,0.0,-1.5708,-0.1197,0.0,-0.3442,0.0,0.0,0.0,0.0,3.1188,2.5891,6.0194
166.586,-1.5708,-1.5888,0.0004,-0.002,0.0,-0.0902,-0.0007,-0.0038,-1.5888,0.0006,-0.0901,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0043
166.586,-1.5708,-1.5888,0.0004,-0.002,0.0,-0.0902,-0.0007,-0.0038,-1.5888,0.0006,-0.0901,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0043
166.688,-1.5708,-1.5888,0.0004,-0.0013,0.0,-0.0902,-0.0007,-0.0027,-1.5883,0.0055,-0.0896,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.003
166.789,-1.5708,-1.5888,0.0004,0.0021,0.0,-0.0903,-0.0007,0.0014,-1.5863,0.0146,-0.0875,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0026
166.789,-1.5708,-1.5888,0.0004,0.0021,0.0,-0.0903,-0.0007,0.0014,-1.5863,0.0146,-0.0875,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0026
166.889,-1.5708,-1.5887,0.0004,0.0106,0.0,-0.0903,-0.0007,0.0107,-1.5822,0.0272,-0.0832,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0151
166.889,-1.5708,-1.5887,0.0004,0.0106,0.0,-0.0903,-0.0007,0.0107,-1.5822,0.0272,-0.0832,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0151
166.989,-1.5708,-1.5887,0.0004,0.0265,0.0,-0.0904,-0.0007,0.0279,-1.5752,0.0429,-0.0759,0.0448,0.0,0.0,0.0,0.0,0.0,0.0,0.0385
166.989,-1.5708,-1.5887,0.0004,0.0265,0.0,-0.0904,-0.0007,0.0279,-1.5752,0.0429,-0.0759,0.0448,0.0,0.0,0.0,0.0,0.0,0.0,0.0385
167.091,-1.5708,-1.5887,0.0004,0.0532,0.0,-0.0904,-0.0007,0.0564,-1.5649,0.061,-0.0651,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0775
167.091,-1.5708,-1.5887,0.0004,0.0532,0.0,-0.0904,-0.0007,0.0564,-1.5649,0.061,-0.0651,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0775
167.192,-1.5708,-1.5886,0.0004,0.0924,0.0,-0.0905,-0.0007,0.0981,-1.5507,0.0809,-0.0503,0.0846,0.0,0.0,0.0,0.0,0.0,0.0,0.1348
167.192,-1.5708,-1.5886,0.0004,0.0924,0.0,-0.0905,-0.0007,0.0981,-1.5507,0.0809,-0.0503,0.0846,0.0,0.0,0.0,0.0,0.0,0.0,0.1348
167.293,-1.5708,-1.5886,0.0004,0.1489,0.0,-0.0905,-0.0007,0.1578,-1.5324,0.1022,-0.0312,0.1068,0.0,0.0,0.0,0.0,0.0,0.0,0.2169
167.393,-1.5708,-1.5886,0.0004,0.2231,0.0,-0.0906,-0.0007,0.2362,-1.5098,0.1243,-0.0075,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.3249
167.393,-1.5708,-1.5886,0.0004,0.2231,0.0,-0.0906,-0.0007,0.2362,-1.5098,0.1243,-0.0075,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.3249
167.393,-1.5708,-1.5886,0.0004,0.2231,0.0,-0.0906,-0.0007,0.2362,-1.5098,0.1243,-0.0075,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.3249
167.494,-1.5708,-1.5886,-0.0006,0.3192,0.0,-0.087,0.2444,0.3256,-1.4827,0.1469,0.0208,0.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.456
167.494,-1.5708,-1.5886,-0.0006,0.3192,0.0,-0.087,0.2444,0.3256,-1.4827,0.1469,0.0208,0.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.456
167.595,-1.5708,-1.5886,0.0041,0.4425,0.0,-0.0487,0.7141,0.2892,-1.4511,0.1695,0.0539,0.1772,0.0,0.0,0.0,0.0,0.0,0.0,0.5287
167.595,-1.5708,-1.5886,0.0041,0.4425,0.0,-0.0487,0.7141,0.2892,-1.4511,0.1695,0.0539,0.1772,0.0,0.0,0.0,0.0,0.0,0.0,0.5287
167.694,-1.5708,-1.5844,0.1307,0.5731,0.0,0.0002,0.525,0.2036,-1.4149,0.1917,0.0917,0.2004,0.0,0.0,0.0,0.0,0.0,0.0,0.6082
167.794,-1.5708,-1.5677,0.2969,0.679,0.0,0.0234,0.1248,0.2341,-1.3744,0.2132,0.134,0.2228,0.0,0.0,0.0,0.0,0.0,0.0,0.7182
167.794,-1.5708,-1.5677,0.2969,0.679,0.0,0.0234,0.1248,0.2341,-1.3744,0.2132,0.134,0.2228,0.0,0.0,0.0,0.0,0.0,0.0,0.7182
167.895,-1.5708,-1.5406,0.3531,0.7677,0.0,0.0314,0.1649,0.3538,-1.3297,0.2336,0.1807,0.2442,0.0,0.0,0.0,0.0,0.0,0.0,0.8452
167.895,-1.5708,-1.5406,0.3531,0.7677,0.0,0.0314,0.1649,0.3538,-1.3297,0.2336,0.1807,0.2442,0.0,0.0,0.0,0.0,0.0,0.0,0.8452
167.995,-1.5708,-1.5136,0.3131,0.8736,0.0,0.0589,0.5216,0.4283,-1.2811,0.2526,0.2316,0.2641,0.0,0.0,0.0,0.0,0.0,0.0,0.9729
167.995,-1.5708,-1.5136,0.3131,0.8736,0.0,0.0589,0.5216,0.4283,-1.2811,0.2526,0.2316,0.2641,0.0,0.0,0.0,0.0,0.0,0.0,0.9729
168.095,-1.5708,-1.4894,0.3104,1.3984,0.0,0.1102,0.7257,0.555,0.178,0.1335,1.0369,-0.4004,0.0,0.0,0.0,0.0,0.0,0.0,1.5045
168.095,-1.5708,-1.4894,0.3104,1.3984,0.0,0.1102,0.7257,0.555,0.178,0.1335,1.0369,-0.4004,0.0,0.0,0.0,0.0,0.0,0.0,1.5045
168.194,-1.5708,-1.4567,0.5476,2.3197,0.0,0.1731,0.7885,0.7087,0.2055,0.1412,0.9544,-0.4235,0.0,0.0,0.0,0.0,0.0,0.0,2.4255
168.294,-1.5708,-1.3949,1.0113,3.1253,0.0,0.2278,0.5362,0.7972,0.2344,0.1479,0.8677,-0.4436,0.0,0.0,0.0,0.0,0.0,0.0001,3.2254
168.294,-1.5708,-1.3949,1.0113,3.1253,0.0,0.2278,0.5362,0.7972,0.2344,0.1479,0.8677,-0.4436,0.0,0.0,0.0,0.0,0.0,0.0001,3.2254
168.395,-1.5708,-1.2913,1.5114,3.7506,0.0,0.2588,0.254,0.8912,0.2645,0.1534,0.7772,-0.4603,0.0,0.0,0.0,0.0,0.0,0.0002,3.8551
168.395,-1.5708,-1.2913,1.5114,3.7506,0.0,0.2588,0.254,0.8912,0.2645,0.1534,0.7772,-0.4603,0.0,0.0,0.0,0.0,0.0,0.0002,3.8551
168.495,-1.5708,-1.1467,1.8588,4.1914,0.0,0.2766,0.2046,0.964,0.2957,0.1579,0.6838,-0.4736,0.0,0.0,0.0,0.0,0.0,0.0003,4.3008
168.495,-1.5708,-1.1467,1.8588,4.1914,0.0,0.2766,0.2046,0.964,0.2957,0.1579,0.6838,-0.4736,0.0,0.0,0.0,0.0,0.0,0.0003,4.3008
168.595,-1.5708,-0.9782,1.9633,4.4882,0.0,0.2969,0.249,0.9592,0.3276,0.161,0.588,-0.4831,0.0,0.0,0.0,0.0,0.0,0.0004,4.5895
168.595,-1.5708,-0.9782,1.9633,4.4882,0.0,0.2969,0.249,0.9592,0.3276,0.161,0.588,-0.4831,0.0,0.0,0.0,0.0,0.0,0.0004,4.5895
168.695,-1.5708,-0.815,1.8583,4.705,0.0,0.3141,0.1198,0.8901,0.36,0.163,0.4907,-0.4889,0.0,0.0,0.0,0.0,0.0,0.0005,4.7884
168.695,-1.5708,-0.815,1.8583,4.705,0.0,0.3141,0.1198,0.8901,0.36,0.163,0.4907,-0.4889,0.0,0.0,0.0,0.0,0.0,0.0005,4.7884
168.795,-1.5708,-0.6675,1.5689,4.9047,0.0,0.3164,0.0015,0.8077,0.3927,0.1636,0.3927,-0.4909,0.0,0.0,0.0,0.0,0.0,0.0006,4.9708
168.795,-1.5708,-0.6675,1.5689,4.9047,0.0,0.3164,0.0015,0.8077,0.3927,0.1636,0.3927,-0.4909,0.0,0.0,0.0,0.0,0.0,0.0006,4.9708
168.895,-1.5708,-0.5459,1.1541,5.1522,0.0,0.3166,0.0019,0.6748,0.4254,0.163,0.2947,-0.4889,0.0,0.0,0.0,0.0,0.0,0.0007,5.1962
168.995,-1.5708,-0.4601,0.7664,5.4801,0.0,0.3158,-0.0638,0.4872,0.4578,0.161,0.1974,-0.4831,0.0,0.0,0.0,0.0,0.0,0.001,5.5017
168.995,-1.5708,-0.4601,0.7664,5.4801,0.0,0.3158,-0.0638,0.4872,0.4578,0.161,0.1974,-0.4831,0.0,0.0,0.0,0.0,0.0,0.001,5.5017
169.095,-1.5708,-0.4017,0.6216,5.8674,0.0,0.2808,-0.8318,0.3646,0.4897,0.1579,0.1016,-0.4736,0.0,0.0,0.0,0.0,0.0,0.0015,5.8788
169.095,-1.5708,-0.4017,0.6216,5.8674,0.0,0.2808,-0.8318,0.3646,0.4897,0.1579,0.1016,-0.4736,0.0,0.0,0.0,0.0,0.0,0.0015,5.8788
169.194,-1.5708,-0.3504,0.5695,6.2644,0.0,0.1763,-1.4763,0.477,0.5209,0.1534,0.0082,-0.4603,0.0,0.0,0.0,0.0,0.0,0.0022,6.2825
169.295,-1.5708,-0.31,0.4952,6.5953,0.0,0.0655,-1.3581,0.6511,0.5481,0.1485,-0.0734,-0.4454,0.0,0.0,0.0,0.0,0.0,0.0031,6.6273
